pair_id,format_id,left_content_id,right_content_id,left_views,right_views,label
train_338,things-my-students-have-said,7564928760143727903,7565168085947272478,36040,1982,1
train_339,catfish-grwm,7573768706015202572,7566050416593538335,1665322,890,1
train_340,"graduated-from-yale,-still-unemployed",7567512474526682399,7572583420883176716,45986,950,1
train_341,how-do-i-explain-to-my-parents,7564672152964779277,7570120146480532767,156600,861,1
train_342,how-mfs-feel-after,7568198170967280918,7573725838286277910,2245176,4340,1
train_343,your-sign-to-get-your-fav-teacher,7568530230227406098,7573691844807167253,27001,14122,1
train_344,picking-the-answer-i-feel-connected-to,7539485609081982216,7566705023208459531,12597406,2136,1
train_345,why-everyone-deleted-chatgpt,7525296604312554766,7572754468031302920,4523351,65,1
train_346,how-corny-i-start-sounding,7563120122408455479,7569688050687544607,2447665,322808,1
train_347,you're-a-man,7567000090011798815,7537491898047483166,914,537362,0
train_348,stop-halfway-through-job-application,7571676871910378782,7570854271034395917,1308,655,1
train_349,interpol-or-linkedin,7570127667501092118,7570679025157393667,758074,1694448,0
train_350,this-job-market-is-cooked,7547879658440674568,7515905842177264927,2551261,902033,1
train_351,information-slowly-disappearing,7572332803573042454,7574072160923176248,6716,2914,1
train_352,against-nnn-but-this-year,7567188338684251423,7568227457636109590,888190,712192,1
train_353,a-walking-cheat-code,7566450962034871582,7564895743807442206,500,997,0
train_354,how-i'm-posted-up-while-people-are-partying,7565721485436914975,7567668207599897886,2393979,18046,1
train_355,when-you're-so-cooked-during-test,7573629286352047367,7551149805590940959,392,14793210,0
train_356,me-when-i-find-the-person,7565264923509509390,7565638588445101334,983,4366,0
train_357,me-laughing-at-tiktok-when,7572763237121330445,7571555290999508238,172667,1117,1
train_358,i-just-quit-my-job,7570114496836979982,7570583296439061773,2413988,4428,1
train_359,pov-life-after-exams,7574390318238403861,7574091309221252370,583,367900,0
train_360,i'm-jealous-of-people,7540700055318170936,7565285128537361667,603996,1193,1
train_361,pov-you-complained-in-front-of-a-stem-major,7569049878689549581,7564875904770493718,8560,3165,1
train_362,accounting-majors-cheating,7571681715933007134,7572568785920560405,55595,9340,1
train_363,me-when-i-find-the-person,7556683133660237086,7565638588445101334,65932,4366,1
train_364,ranking-the-best-sora-ai-moments,7570006163996249367,7574234827877076237,328910,2071,1
train_365,my-chemistry-notes,7515353117006007559,7544811782573968662,219904,992033,0
train_366,how-i'm-gonna-hand-in-my-last-paper,7573399502107839752,7574548431625096456,520949,1344,1
train_367,me-after-surviving-one-day,7567705563182746902,7567848240272493879,2073058,924,1
train_368,which-one-is-ai,7564055080027147550,7564431051196484895,287302,213288,1
train_369,which-one-is-ai,7564055080027147550,7573995840902024480,287302,262419,1
train_370,non-violent-ways-of-punish,7573192671724915981,7565624866917944606,214343,7330,1
train_371,i-got-a-job-offer-but-declined,7565149908177603871,7566435589436787998,5388,50319,0
train_372,me-cuz-i-started-working-at-14,7567735631246298382,7521837709363662111,809548,733439,1
train_373,waiting-to-run-its-chart,7571603862784658743,7532045712192736519,6297,2116939,0
train_374,trying-to-bond-with-my-teacher,7565606024418233631,7565006663145508109,21303,1538,1
train_375,which-one-is-ai,7568882932107021598,7522197430197046550,363917,26766484,0
train_376,me-when-i-gaslight-myself,7573691367877283080,7514261018411846929,865,2994405,0
train_377,50%-off-at-spirit-halloween,7567883162689293575,7567764005192748318,16844,81683,0
train_378,how-i-look-when,7571522008102505739,7566312073374813453,971,1290,0
train_379,i-just-quit-my-job,7570114496836979982,7570873372356218143,2413988,2469,1
train_380,u-think-u-can-hurt-me,7564281062843600159,7566818786054065422,5332,3973,1
train_381,crush-sorry-hanggang-kaibigan,7566483870485449991,7567379685458332935,2364456,156,1
train_382,of-course-it's-hard,7565277073963633942,7573382040238771512,844342,1504,1
train_383,asking-my-tolan-to-count,7541473059287371028,7574604083332402462,15123470,97,1
train_384,accounting-majors-cheating,7571681715933007134,7574517287516917014,55595,1166,1
train_385,day-x-of-asking-my-teacher-stupid-questions,7571540433394814222,7564885335654550802,11457,14336,0
train_386,you-don't-wanna-study,7571372692935429397,7566444253887352119,9789,336,1
train_387,we-don't-pray-for-love,7572014918375869726,7568622018090863894,119222,609838,0
train_388,accounting-majors-cheating,7572125187232189726,7571957496818994445,1289,487756,0
train_389,how-i'm-posted-up-while-people-are-partying,7567160224516214029,7567627186652335415,13398,1048,1
train_390,what's-ur-sat,7574719339794844936,7565748247017426207,4757,224292,0
train_391,accounting-majors-cheating,7571681715933007134,7572302997460389151,55595,1494,1
train_392,stop-halfway-through-job-application,7563704441971412255,7570854271034395917,1358,655,1
train_393,so-the-class-isn't-free,7566367988526484766,7564245400195026207,29592,149447,0
train_394,quit-that-job,7573753569921223950,7574059877346184466,1204,482,1
train_395,steady-callin'-my-phone,7569756740774923533,7512553022657006894,68385,1660854,0
train_396,speak-during-a-socratic-seminar,7570141818264882446,7558289045248281870,1024,77016,0
train_397,u-think-u-can-hurt-me,7566818786054065422,7564092366961855766,3973,729,1
train_398,me-when-i-should've-been-studying,7569618788723854613,7567500732539096375,904,1061,0
train_399,your-.edu-email-is-a-goldmine,7572408940160355598,7573546947445886222,68175,1412,1
train_400,dear-unemployed-people,7516618394683198733,7572553671087541522,2123477,1614,1
train_401,catfish-grwm,7574835319514631446,7566050416593538335,592,890,0
train_402,walked-into-a-haunted-house-but,7568681555254660383,7570842718314761486,1232526,224144,1
train_403,using-the-exam-to-take-the-exam,7556409720614014238,7501483993582341407,4193662,8533867,0
train_404,walked-into-a-haunted-house-but,7568681555254660383,7566101484950097183,1232526,1602597,0
train_405,when-i-walk-into-a-haunted-house,7574651459640331533,7574601358326680854,193,991,0
train_406,when-you're-so-cooked-during-test,7573059197810560287,7551149805590940959,11145,14793210,0
train_407,pov-you-complained-in-front-of-a-stem-major,7566862680829513015,7564157459816926494,559131,755,1
train_408,how-the-pressure-is-hitting-me,7567127423754472718,7567443660074208534,2858659,1747704,1
train_409,laying-in-bed-scrolling,7566468139060301087,7567194605347769613,826,1461,0
train_410,applying-concealer-to-cover-my-problems,7545135000421797142,7572570836981370134,6191800,218005,1
train_411,day-x-of-asking-my-teacher-stupid-questions,7571540433394814222,7571584056970743095,11457,53335,0
train_412,using-the-exam-to-take-the-exam,7556409720614014238,7569955126937505054,4193662,4635,1
train_413,war-is-over,7566757701578018062,7564174972248182029,987,609,1
train_414,what-do-you-like-about-your-job,7564182851214642462,7567964995091270919,8062,515,1
train_415,dear-unemployed-people,7572553671087541522,7571539445027966263,1614,1066,1
train_416,dapat-nakakatakot-costume,7566272144603188501,7568504312163241237,984746,1737269,0
train_417,she'll-go-back,7572321779767708950,7480346964484230422,288039,930454,0
train_418,cold-calling-a-hiring-manager,7573674332740750614,7509216955539148054,440991,1894933,0
train_419,when-adam-was-lonely,7568924353803373838,7571921763664252174,349,5837,0
train_420,rejected-by-mcdonald's,7572296689600498952,7573052654658637076,555,5936,0
train_421,don't-goon-today,7548899844610362679,7558884826149834039,337807,107757,1
train_422,top-5-best-trends,7574475294308961558,7574518344036994326,800,790,1
train_423,nnn-has-officially-started,7568227003325861133,7568174639176797471,35680,138088,0
train_424,born-to-be...-forced-to...,7566718441978121527,7572174977701661974,1101,99420,0
train_425,how-i-look-when,7568061260089019670,7562316536430497079,3008338,446354,1
train_426,what's-ur-sat,7565748247017426207,7566442666712403214,224292,268881,0
train_427,your-outfit-is-so-minimalistic,7573693914423594263,7564799424908578070,28074,8246,1
train_428,me-after-surviving-one-day,7567705563182746902,7567905266784554262,2073058,818919,1
train_429,if-you-have-a-job-keep-it,7570044764926659853,7520309575858392350,25434,281245,0
train_430,when-my-future-kid-is-crying,7573892478328196366,7571832804527377686,840,8452,0
train_431,how-mfs-react-when,7568404912174943509,7574465208270212359,199,1263,0
train_432,shopping-with-coupons-for-free,7574097876742147383,7574466236587740429,1004685,1468,1
train_433,why-are-you-wearing-a-girl's-purse,7572742748399275294,7555171838456827167,19616,12229204,0
train_434,non-violent-ways-of-punish,7564147183713389879,7573427272875609374,36099,10447,1
train_435,your-3rd-all-nighter,7565681856339807543,7571153945872076054,70657,8671,1
train_436,how-i'm-posted-up-while-people-are-partying,7567469662053747990,7567668207599897886,19270,18046,1
train_437,your-sign-to-get-your-fav-teacher,7572331686805916958,7573691844807167253,384222,14122,1
train_438,which-bed-are-you-picking,7574307335527615762,7565471942040374546,128,119,1
train_439,non-violent-ways-of-punish,7564147183713389879,7574958277881105719,36099,822,1
train_440,what-do-you-like-about-your-job,7574174605993118994,7572270172547943694,230,114217,0
train_441,when-adam-was-lonely,7572821940914638135,7571921763664252174,470,5837,0
train_442,imagine-looking-at-menu-prices,7565199500470439198,7564509090987183368,8342,5936,1
train_443,your-sign-to-get-your-fav-teacher,7564620737999392008,7516634787847703830,91937,3490420,0
train_444,applying-to-jobs-in-2015,7569622927650376982,7563755727219625246,1563882,1213,1
train_445,i'm-jealous-of-people,7574523207877676318,7540700055318170936,7287,603996,0
train_446,steady-callin'-my-phone,7517595397481614614,7549680777630453024,916081,7583254,0
train_447,when-nnn-getting-too-easy,7567745073127951636,7569571260460502294,1169292,205333,1
train_448,when-my-future-kid-is-crying,7574832633742396703,7571832804527377686,3991,8452,0
train_449,same-subject-btw,7573670941046164743,7566905876225821960,387,2684004,0
train_450,walked-into-a-haunted-house-but,7573063681894796566,7566443980368514317,334,758569,0
train_451,applying-concealer-to-cover-my-problems,7572918122433252626,7572311690784787732,8654,4176226,0
train_452,ranking-the-best-sora-ai-moments,7570843202849180959,7568565803147201814,370789,484,1
train_453,i-got-a-job-offer-but-declined,7565149908177603871,7565954496057117966,5388,4359,1
train_454,u-think-u-can-hurt-me,7566818786054065422,7564611973195861278,3973,6355,0
train_455,how-mfs-react-when,7567923854346128657,7573400388255108359,1033,539,1
train_456,we-don't-pray-for-love,7568622018090863894,7573696889195990279,609838,809,1
train_457,ranking-ai-trailers,7568381364634995976,7571504624117533966,0,32447,0
train_458,when-i-have-fresh-bed-sheets,7572656367241137441,7569056251213090066,126082,1481,1
train_459,when-my-mom-takes-my-phone-away,7566796929724714295,7571612306128293142,1570,218,1
train_460,feel-it-to-heal-it,7564556362433252639,7572598879418436895,5548032,1089,1
train_461,interpol-or-linkedin,7565955772438334742,7565992536217521430,50863,1001131,0
train_462,speak-during-a-socratic-seminar,7566760605864955149,7558289045248281870,975,77016,0
train_463,college-is-easier-than-highschool,7574576018632052023,7568277762973207828,4260,1633,1
train_464,born-to-be...-forced-to...,7568956787236277518,7560447305510325559,24266,479973,0
train_465,me-when-i-gaslight-myself,7550789924081962271,7573691367877283080,1350135,865,1
train_466,why-are-you-wearing-a-girl's-purse,7572742748399275294,7563030933125811487,19616,6021150,0
train_467,pov-your-crazy-manager,7574160877004393742,7571669094991219998,184228,1599,1
train_468,we're-leaving-you-behind,7571913350456691980,7572823265060654344,105602,94927,1
train_469,when-my-future-kid-is-crying,7574636593567255838,7571578783459773709,5292,21918,0
train_470,feel-it-to-heal-it,7564556362433252639,7566625473707494676,5548032,15455,1
train_471,wear-clothes-inspired-by-movies,7573349383178063126,7574578011463306527,55871,24,1
train_472,we're-leaving-you-behind,7561428532610518328,7572823265060654344,588031,94927,1
train_473,looking-unbothered-while-thinking,7574597381161766174,7564383931122896142,1202,920,1
train_474,cramps-but-no-blood,7533328449033817357,7572966374688034103,543009,5265,1
train_475,feel-it-to-heal-it,7568253908166921527,7564953126009195790,255,254,1
train_476,go-study-forget-about-boys,7572172678518377740,7573019829427277063,10426,41819,0
train_477,go-study-forget-about-boys,7571416414775512340,7571933513096678678,3561,1225756,0
train_478,when-my-mom-takes-my-phone-away,7572757949936930103,7566796929724714295,35662,1570,1
train_479,i'm-jealous-of-people,7572961908538625293,7574281161074281783,7527,10789,0
train_480,how-i-look-when,7571522008102505739,7550767817268661526,971,1926640,0
train_481,me-reading-back-the-timed-essay,7560125907852119316,7569336381739158839,303111,5886,1
train_482,nnn-has-officially-started,7568409637712596237,7570022822559485239,27108,1635410,0
train_483,it's-still-october-32nd,7567919750676843831,7568667824709766430,2045,506150,0
train_484,my-manager-told-me-to-help,7568989116851899679,7574500721601563935,623692,4271,1
train_485,me-after-surviving-one-day,7568002792544128263,7568302853874257166,618335,91,1
train_486,steady-callin'-my-phone,7517595397481614614,7568308901024763149,916081,2388,1
train_487,help-me-pick-an-outfit,7570354248169409823,7573491957184466206,11005810,6342,1
train_488,how-mfs-feel-after,7568518996052446486,7574460574210329878,740,175172,0
train_489,stop-halfway-through-job-application,7571676871910378782,7545184315475299598,1308,509954,0
train_490,most-people-never-learn,7564529995373235487,7565229251197259063,1165,1317,0
train_491,my-manager-told-me-to-help,7568989116851899679,7529985871479688470,623692,530062,1
train_492,pov-exams-are-in-a-month,7572533354227158294,7574475866546146572,100530,21596,1
train_493,go-study-forget-about-boys,7569165321202846996,7572311722317401366,784352,1172,1
train_494,war-is-over,7565364679803931934,7564123982744603912,7715,560,1
train_495,your-jupiter-placement-=-your-husband,7565029503374724366,7567044374568160525,7409,126545,0
train_496,essay-to-submit-in-5-mins,7572312807090212151,7565026556490353951,1174,7402,0
train_497,minutes-into-...-i-already-failed,7568201215604133151,7568092719327890718,251315,501240,0
train_498,when-my-future-kid-is-crying,7573892478328196366,7571578783459773709,840,21918,0
train_499,my-manager-told-me-to-help,7574659926195211575,7565702895237205262,417,633,0
train_500,top-5-best-trends,7572637355534830870,7574518344036994326,804,790,1
train_501,help-me-pick-an-outfit,7571772553027423543,7571595959633825054,546,57477,0
train_502,looking-unbothered-while-thinking,7574597381161766174,7563790155987881229,1202,817,1
train_503,picking-the-answer-i-feel-connected-to,7572294080118459670,7567472927298325815,1696,5256099,0
train_504,how-corny-i-start-sounding,7564154560973901111,7572721896714669342,21219,4518,1
train_505,ranking-ai-trailers,7571516429153996063,7567511933667003670,978,3597,0
train_506,top-5-ai-asmr-rank,7573369988019506454,7542271029310262559,2281916,13348803,0
train_507,when-adam-was-lonely,7574419936047680823,7544430458969312542,96,1081932,0
train_508,which-bed-are-you-picking,7566604215154576648,7565471942040374546,6247,119,1
train_509,help-me-pick-an-outfit,7570354248169409823,7571595959633825054,11005810,57477,1
train_510,excited-to-announce-i-accepted,7567077395765775629,7566665142360886541,4816,3669,1
train_511,what-i-have-to-listen-to,7569765812421119246,7570079624458161438,367099,17802,1
train_512,imperative-that-you-skip,7572371614902291742,7571950007989849399,195245,1241438,0
train_513,we-don't-pray-for-love,7565451005765225750,7568848279237184790,21945,35885,0
train_514,war-is-over,7568368663598763319,7566757701578018062,226768,987,1
train_515,ranking-the-best-sora-ai-moments,7570843202849180959,7564194454110833975,370789,1195240,0
train_516,minimum-wage-jobs-acting-important,7567235744591334711,7573139526542036237,655959,16575,1
train_517,how-corny-i-start-sounding,7573574391586426125,7569688050687544607,87587,322808,0
train_518,imperative-that-you-skip,7571810445514837279,7572371614902291742,79067,195245,0
train_519,highschool-vs-college,7573077362095426846,7572258395961543966,258480,8275,1
train_520,how-dinner-has-been-looking,7546017207671704846,7550495080440745247,6783818,7699102,0
train_521,war-is-over,7566058386052238623,7564123982744603912,6141,560,1
train_522,raw-dogging-uni,7567527547886406925,7573525797906943262,1004,10832,0
train_523,history-students-cheating,7571774847374740743,7573445577753496845,9307432,46343,1
train_524,which-one-is-ai,7552902883319074070,7522197430197046550,11383016,26766484,0
train_525,war-is-over,7566757701578018062,7565117021352938774,987,262300,0
train_526,the-type-of-beauty-i-wanna-have,7567010322876255521,7525468170321136909,752,2082108,0
train_527,i'm-jealous-of-people,7573175090850860319,7565285128537361667,318692,1193,1
train_528,seeing-if-my-janitor-cleans,7573734552875650324,7568978303193746718,747869,18753,1
train_529,how-mfs-feel-after,7568198170967280918,7572758364430601494,2245176,1847,1
train_530,born-to-be...-forced-to...,7568956787236277518,7546591197574221087,24266,93040,0
train_531,we're-leaving-you-behind,7571913350456691980,7572570343714376978,105602,8198,1
train_532,nagsimba-kasi-broken-pero,7573676900648750356,7567575045778803976,278,902,0
train_533,what-happens-if-i-feed-my...,7557114091295280391,7572786885450337549,774510,6889,1
train_534,when-adam-was-lonely,7568890261485505822,7568924353803373838,44955,349,1
train_535,information-slowly-disappearing,7572332803573042454,7572172655797832981,6716,579,1
train_536,what-do-you-like-about-your-job,7567964995091270919,7574174605993118994,515,230,1
train_537,how-i'm-posted-up-while-people-are-partying,7567577840170880269,7567637415406357815,27096,12981,1
train_538,u-think-u-can-hurt-me,7564281062843600159,7564247706021956895,5332,5566,0
train_539,when-you're-so-cooked-during-test,7573629286352047367,7574133985001966855,392,1185,0
train_540,why-are-you-not-studying,7543240535608282376,7567087495402360085,16476315,9163,1
train_541,forget-those-stupid-boys,7573430249577352470,7572328059596999958,702,641,1
train_542,if-you-used-chatgpt,7562245244620786955,7567545051769785614,387419,2878,1
train_543,chatgpt-invisible-watermarks,7541958175797398798,7573111774971546894,14175431,5540,1
train_544,forget-those-stupid-boys,7572699390670818593,7571416414775512340,824,3561,0
train_545,how-it-feels-to-make-it,7568533648996125974,7568769771689250061,1256352,3030,1
train_546,essay-to-submit-in-5-mins,7501420439059582238,7568610054379670797,4268691,3816,1
train_547,which-one-is-ai,7568882932107021598,7555139430491737366,363917,9446875,0
train_548,if-you-used-chatgpt,7562245244620786955,7569739466433170709,387419,182524,1
train_549,your-3rd-all-nighter,7564276679628082462,7570176277605289234,6028,870,1
train_550,you-don't-wanna-study,7571372692935429397,7567100131405745428,9789,267879,0
train_551,how-mfs-feel-after,7568198170967280918,7568518996052446486,2245176,740,1
train_552,cramps-but-no-blood,7573556223723851063,7572966374688034103,11376,5265,1
train_553,u-think-u-can-hurt-me,7565772728721018126,7565203654785895735,3893,1049,1
train_554,which-one-is-ai,7564431051196484895,7568397346615135496,213288,2232,1
train_555,things-my-students-have-said,7571620715640802574,7562274375454526733,11221049,1336686,1
train_556,pov-trial-el-sat,7568510880682380565,7574455709811756305,13559,1584,1
train_557,us-reconnecting-with-nature,7524288856150052151,7559126088392510742,336405,285013,1
train_558,war-is-over,7565607849993178382,7565364679803931934,7313,7715,0
train_559,monday-tuesday-wednesday-thursday,7572575890522033430,7572994089004584214,2372853,2905,1
train_560,living-at-home-while...,7572347225804737847,7551632702735191327,203519,302295,0
train_561,nnn-has-officially-started,7567136447417896206,7567844595200019767,1972724,247731,1
train_562,non-violent-ways-of-punish,7517468799440866591,7565624866917944606,3199413,7330,1
train_563,same-subject-btw,7573670941046164743,7570535651515338006,387,722622,0
train_564,raw-dogging-uni,7573913851175931150,7567145467155369247,8798263,3962,1
train_565,living-at-home-while...,7551632702735191327,7564150465756269837,302295,551,1
train_566,living-at-home-while...,7572347225804737847,7540402738568367374,203519,545650,0
train_567,chatgpt-invisible-watermarks,7573110954179759382,7541958175797398798,17703,14175431,0
train_568,50%-off-at-spirit-halloween,7568203233814957325,7568211294025796894,2237111,823,1
train_569,crush-sorry-hanggang-kaibigan,7570116374937210120,7566587382162656519,162,93,1
train_570,i-hate-conflict-so-much,7571017183787076895,7570567214802242871,7196,13687,0
train_571,study-till-the-ice-melts,7570839221989149970,7566586754149420309,255017,5581,1
train_572,go-study-forget-about-boys,7572699390670818593,7571416414775512340,824,3561,0
train_573,7-days-of-extreme-luckiness,7572709165005589791,7557891889689611550,72612,3574029,0
train_574,changed-my-entire-brain-chemistry,7571288914648894751,7571871823546109215,468246,378246,1
train_575,go-study-forget-about-boys,7572699390670818593,7572614138099289351,824,539,1
train_576,same-subject-btw,7566905876225821960,7570863950074613022,2684004,1388714,1
train_577,pinterest-ai-generated,7567639445785021752,7570065087176674578,3232883,7333,1
train_578,your-.edu-email-is-a-goldmine,7574000638837755158,7574103774877322509,315,1055,0
train_579,pov-you-complained-in-front-of-a-stem-major,7563325010253827359,7564962859709517086,541364,13174,1
train_580,seeing-if-my-janitor-cleans,7569726235782155575,7567023278213123359,7601,57653,0
train_581,how-it-feels-to-study-x,7564206045699083575,7555188498232282399,276204,5264733,0
train_582,essay-to-submit-in-5-mins,7571580746654092575,7567357452681891094,17901,1099,1
train_583,no-one-talks-about-x,7570382253323193618,7566034316367613214,271,417,0
train_584,i-love-gen-z-because-wdym,7556290425003265293,7572066309408673045,203229,6002,1
train_585,top-5-best-trends,7572637355534830870,7567992631414787358,804,5159975,0
train_586,thought-you-failed-but-realise,7567736824282615062,7568152718469025055,348879,1633090,0
train_587,day-x-of-asking-my-teacher-stupid-questions,7566710471135350047,7571584056970743095,39665,53335,0
train_588,your-3rd-all-nighter,7564276679628082462,7565681856339807543,6028,70657,0
train_589,war-is-over,7565607849993178382,7564174972248182029,7313,609,1
train_590,pov-you-finally-bought,7571511587161279757,7574607914690759943,50767,655,1
train_591,using-the-exam-to-take-the-exam,7569073801682505015,7565163408685845790,5775,3276,1
train_592,job-search-humiliation-ritual,7569279186586619149,7525267539014847758,9551,916565,0
train_593,same-subject-btw,7571943610757729566,7569711547002391830,6236,878651,0
train_594,after-years-of-losing-nnn,7567443660074208534,7567794979863530765,1747704,2012421,0
train_595,explaining-for-the-10th-time,7573491086870580501,7556384226447232286,8178,3680941,0
train_596,job-search-humiliation-ritual,7525267539014847758,7536728674469547269,916565,2836651,0
train_597,when-my-mom-takes-my-phone-away,7565950110044048653,7564930682187828494,2975,281950,0
train_598,your-.edu-email-is-a-goldmine,7571668012575526175,7573546947445886222,387312,1412,1
train_599,wear-clothes-inspired-by-movies,7573349383178063126,7574017431962684690,55871,2460,1
train_600,us-reconnecting-with-nature,7567764437646740756,7568668460775951623,5700,35082,0
train_601,trying-to-register-for-college-classes,7574546095347404062,7569059804514176286,385,232753,0
train_602,crush-sorry-hanggang-kaibigan,7566483870485449991,7572626168315120914,2364456,451,1
train_603,how-mfs-feel-after,7572085287573097750,7574460574210329878,100320,175172,0
train_604,war-is-over,7572367219649219895,7564123982744603912,7476,560,1
train_605,pressure-of-nnn,7567127423754472718,7567761566204988694,2858659,1001,1
train_606,job-search-humiliation-ritual,7558690852973907222,7569706327585443102,1302388,2927,1
train_607,my-chemistry-notes,7571581527675456798,7515353117006007559,36381,219904,0
train_608,me-trying-to-understand,7569402526013918478,7568974076987903245,5524,433648,0
train_609,this-job-market-is-cooked,7568484334227770679,7574706828685118750,31642,1613,1
train_610,it's-still-october-32nd,7570584573155773709,7569772135284067639,9214,4660,1
train_611,how-i-look-when,7562316536430497079,7566312073374813453,446354,1290,1
train_612,looking-unbothered-while-thinking,7574597381161766174,7574712358501649678,1202,322,1
train_613,you-don't-wanna-study,7567100131405745428,7570937430031748364,267879,13550,1
train_614,when-i-walk-into-a-haunted-house,7564547353978490142,7574659702760541454,148375,880,1
train_615,nnn-has-officially-started,7567514975338499350,7574923543364783382,1051929,378590,1
train_616,history-students-cheating,7571774847374740743,7572254634400795925,9307432,70596,1
train_617,job-search-humiliation-ritual,7563805049340579102,7569279186586619149,27574,9551,1
train_618,walked-into-a-haunted-house-but,7566443980368514317,7574673519804566804,758569,596,1
train_619,pov-your-crazy-manager,7564229788999748871,7571669094991219998,2043,1599,1
train_620,essay-to-submit-in-5-mins,7571580746654092575,7572312807090212151,17901,1174,1
train_621,november-is-coming-but-we-are-not,7567396701539945750,7567671655422512405,79832,11198,1
train_622,what's-ur-sat,7574719339794844936,7566442666712403214,4757,268881,0
train_623,i-love-gen-z-because-wdym,7556290425003265293,7574239744096324884,203229,4345,1
train_624,how-the-pressure-is-hitting-me,7567873254443027732,7567761566204988694,1045,1001,1
train_625,how-i-look-when,7550767817268661526,7565982285447580942,1926640,1504,1
train_626,why-are-you-wearing-a-girl's-purse,7555292576618679582,7563030933125811487,7380263,6021150,1
train_627,your-.edu-email-is-a-goldmine,7572408940160355598,7572350659278769439,68175,1571090,0
train_628,raw-dogging-uni,7568261105282239799,7574643915689626935,4199,16692,0
train_629,which-one-is-ai,7573995840902024480,7557075731038178574,262419,13880231,0
train_630,me-laughing-at-tiktok-when,7571991288296295694,7569429237711572238,629,856,0
train_631,study-till-the-ice-melts,7573178523586743573,7570839221989149970,1319,255017,0
train_632,pov-you-complained-in-front-of-a-stem-major,7216487944956169515,7564962859709517086,5501057,13174,1
train_633,waiting-to-run-its-chart,7571603862784658743,7531813230365216022,6297,2991752,0
train_634,of-course-it's-hard,7544361309798665493,7573382040238771512,2198926,1504,1
train_635,me-when-i-gaslight-myself,7571998540545674510,7538187111145409805,159707,313287,0
train_636,how-dinner-has-been-looking,7564640060696464653,7550495080440745247,15305,7699102,0
train_637,crush-sorry-hanggang-kaibigan,7566619860013206802,7570116374937210120,332,162,1
train_638,dapat-nakakatakot-costume,7567600006673517845,7566178435802959105,678134,3088829,0
train_639,pov-your-crazy-manager,7572939493125197064,7574304899798732039,822546,13013,1
train_640,information-slowly-disappearing,7571520427235773704,7574072160923176248,907489,2914,1
train_641,seeing-if-my-janitor-cleans,7564132390914805023,7569726235782155575,1154392,7601,1
train_642,how-i'm-posted-up-while-people-are-partying,7567577840170880269,7568070327746530573,27096,9932,1
train_643,forget-those-stupid-boys,7571933513096678678,7569165321202846996,1225756,784352,1
train_644,ai-disney-movie-trailer,7574025253777722646,7574709040064843030,1825247,3719,1
train_645,laying-in-bed-scrolling,7568316226863189279,7574540583415418142,24279,59,1
train_646,why-are-you-wearing-a-girl's-purse,7555292576618679582,7555171838456827167,7380263,12229204,0
train_647,me-laughing-at-tiktok-when,7572763237121330445,7571606913696206091,172667,9195,1
train_648,how-corny-i-start-sounding,7566105448231800094,7572721896714669342,214236,4518,1
train_649,snacks-reacting-to-their-taste,7572360709179362563,7572946087250496790,2797283,1167,1
train_650,i-see-you-getting-a-4.0,7573597936530050318,7497673066298772766,176316,10532851,0
train_651,i-got-a-job-offer-but-declined,7565954496057117966,7566079478972173598,4359,1746,1
train_652,which-one-is-ai,7568397346615135496,7522197430197046550,2232,26766484,0
train_653,which-one-is-ai,7557075731038178574,7570459306412330262,13880231,3465887,1
train_654,day-x-of-asking-my-teacher-stupid-questions,7567471284158811422,7571584056970743095,15588,53335,0
train_655,how-mfs-react-when,7574465208270212359,7573725838286277910,1263,4340,0
train_656,interpol-or-linkedin,7570679025157393667,7565992536217521430,1694448,1001131,1
train_657,do-u-wanna-skip-class-today,7559446398618340663,7563884350144531743,2495404,2220,1
train_658,pov-they-lied-about-the-salary,7573834276886613278,7574602242951548215,34026,808,1
train_659,mikirin-apasih,7572050998772911380,7573515653101997330,41521,236,1
train_660,picking-the-answer-i-feel-connected-to,7572294080118459670,7561549354134211862,1696,460413,0
train_661,when-i-walk-into-a-haunted-house,7574651459640331533,7563818134046543118,193,2509747,0
train_662,information-slowly-disappearing,7572569388457512200,7572172655797832981,1742,579,1
train_663,your-.edu-email-is-a-goldmine,7572453975765585172,7574103774877322509,465,1055,0
train_664,quit-that-job,7574564764890811656,7572747348527369503,274,1806,0
train_665,you-don't-wanna-study,7571372692935429397,7570937430031748364,9789,13550,0
train_666,why-everyone-deleted-x,7563764075616947486,7565416082031349014,1508,1782,0
train_667,50%-off-at-spirit-halloween,7567516341666630925,7568211294025796894,2328234,823,1
train_668,what's-a-certification,7571955886973832478,7572022944319180062,636,78104,0
train_669,i-got-a-job-offer-but-declined,7568648841147206926,7566435589436787998,54320,50319,1
train_670,oh-you-don't-wanna-study,7572099207553649932,7574586803135548690,8141,5720,1
train_671,pov-your-crazy-manager,7564229788999748871,7572939493125197064,2043,822546,0
train_672,interviewer-offers-me-minimum-wage,7532994991614954765,7543735568421719327,323960,767946,0
train_673,your-3rd-all-nighter,7571153945872076054,7571438840640998676,8671,6555,1
train_674,essay-to-submit-in-5-mins,7553364912773385502,7531174139302874398,766264,393295,1
train_675,information-slowly-disappearing,7574479821724470550,7572569388457512200,133722,1742,1
train_676,how-i'm-posted-up-while-people-are-partying,7568070327746530573,7567627186652335415,9932,1048,1
train_677,when-you're-so-cooked-during-test,7573059197810560287,7573629286352047367,11145,392,1
